CMPD_CHEMBLID,exp,smiles,description
CHEMBL1555870,2.39,NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3,"NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3：This molecule, defined by the chemical formula C16H11F3N2O3S3, possesses a molecular weight of 432.47 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.95. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.4 and a TPSA of 89.26 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.06, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL1289233,3.38,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,"Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1：This molecule, defined by the chemical formula C18H19Cl2N3O2, possesses a molecular weight of 380.28 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.46. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.25 and a TPSA of 45.67 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.33, while its interaction profile is defined by 0 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2031235,1.75,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C,"CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C：This molecule, defined by the chemical formula C24H24N6O3, possesses a molecular weight of 444.5 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 5 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.51. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.69 and a TPSA of 96.5 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.25, while its interaction profile is defined by 1 hydrogen bond donor(s) and 8 acceptor(s)."
CHEMBL1824036,-0.51,CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,"CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1：This molecule, defined by the chemical formula C24H29N5O6S, possesses a molecular weight of 515.59 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.12. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 0.8 and a TPSA of 130.17 Å². It contains 36 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 2 hydrogen bond donor(s) and 9 acceptor(s)."
CHEMBL107955,1.67,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C,"CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C：This molecule, defined by the chemical formula C32H47N5O5S, possesses a molecular weight of 613.83 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.04. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.53 and a TPSA of 145.89 Å². It contains 43 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 11 rotatable bonds and a FractionCSP3 of 0.53, while its interaction profile is defined by 3 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL445496,1.73,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4,"CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4：This molecule, defined by the chemical formula C17H15N5S, possesses a molecular weight of 321.41 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.96. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.31 and a TPSA of 65.43 Å². It contains 23 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.12, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL1478435,3.0,CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1,"CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1：This molecule, defined by the chemical formula C15H16N2O, possesses a molecular weight of 240.31 g/mol. The structural framework incorporates aromatic benzene rings, primary amine groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.33. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.97 and a TPSA of 55.98 Å². It contains 18 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 0 rotatable bonds and a FractionCSP3 of 0.33, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL1807860,3.68,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23,"C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23：This molecule, defined by the chemical formula C16H20ClN5O3, possesses a molecular weight of 365.82 g/mol. The structural framework incorporates primary amine groups, halogen substituents, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.44. It contains 5 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.47 and a TPSA of 108.31 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.69, while its interaction profile is defined by 2 hydrogen bond donor(s) and 8 acceptor(s)."
CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,"CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1：This molecule, defined by the chemical formula C20H25ClFN7O4, possesses a molecular weight of 481.92 g/mol. The structural framework incorporates halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.89. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.82 and a TPSA of 150.33 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 11 rotatable bonds and a FractionCSP3 of 0.4, while its interaction profile is defined by 5 hydrogen bond donor(s) and 10 acceptor(s)."
CHEMBL1778644,-0.92,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O,"CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O：This molecule, defined by the chemical formula C16H14ClFO5S, possesses a molecular weight of 372.8 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.52. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.4 and a TPSA of 80.67 Å². It contains 24 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.19, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,"C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3：This molecule, defined by the chemical formula C19H18ClN3O3S2, possesses a molecular weight of 435.96 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.55. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.95 and a TPSA of 88.26 Å². It contains 28 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.26, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL562698,1.77,Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4,"Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4：This molecule, defined by the chemical formula C21H29ClN4O, possesses a molecular weight of 388.94 g/mol. The structural framework incorporates amide groups, halogen substituents. Topological analysis indicates the presence of 6 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.29. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.09 and a TPSA of 57.26 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.71, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,"COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N：This molecule, defined by the chemical formula C25H34N4O4, possesses a molecular weight of 454.57 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.42. It contains 3 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.72 and a TPSA of 94.9 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.64, while its interaction profile is defined by 1 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL2207666,3.42,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,"O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4：This molecule, defined by the chemical formula C24H25Cl2N3O4, possesses a molecular weight of 490.39 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.24. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.47 and a TPSA of 94.66 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.33, while its interaction profile is defined by 3 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL2031562,0.2,Nc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,"Nc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3：This molecule, defined by the chemical formula C15H11F3N6O, possesses a molecular weight of 348.29 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.86. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.72 and a TPSA of 109.58 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.07, while its interaction profile is defined by 3 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3,"CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3：This molecule, defined by the chemical formula C23H28N2O, possesses a molecular weight of 348.49 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.97. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.35 and a TPSA of 32.34 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.35, while its interaction profile is defined by 1 hydrogen bond donor(s) and 2 acceptor(s)."
